"text","likes","comments","shares"
"From the rising death toll in Gaza to Houthis attacking a cargo ship, here are your daily #AJNewsUpdates ⤵️

For more, subscribe and listen on all podcast platforms 🎧","133","42","30"
"Palestinians in Gaza prepare for Ramadan amid Israel’s war on the besieged territory, posing immense challenges for those observing the holy month ⤵️","2119","280","290"
"“Fighting another actor is not our priority now, and we are hoping that others will not make it a priority for us either,” Somali Deputy PM Salah Ahmed Jama tells host Marc Lamont Hill on the recent tensions with #Ethiopia.

🔗 Watch full interview: youtu.be/LkCt5qB-DPs","156","39","14"
"“$75 to $80 just for nappies.” A shortage of nappies in Gaza due to Israel’s blockade sees prices skyrocket and mothers looking for alternatives aje.io/7ef84a","2187","642","414"
"Ocean temperatures hit a record high last month, which was also the warmest February on record globally, say EU scientists aje.io/3utvj3","411","47","70"
"A Palestinian boy has been talking about living on his own in Gaza after his mother had to leave with his injured sister. UNICEF says there are thousands of unaccompanied children in Gaza after five months of Israel’s war.","2636","329","655"
"🔴 The Qatari Foreign Ministry has said it condemns Israel’s plans to build 3,500 new illegal settlement housing units in the occupied West Bank 'in the strongest terms.' LIVE updates: aje.io/q8jqhr","827","453","101"
"In opposition despite its candidates winning the most seats, Imran Khan’s PTI fears further marginalisation in the National Assembly. Here's what to know about the importance of reserved seats in Pakistan's parliament ➡️ aje.io/scmcq2","597","97","44"
"A weapons supervisor on the set of Rust has been convicted of involuntary manslaughter for the fatal shooting of a cinematographer by actor Alec Baldwin with a gun she loaded during rehearsal ⤵️","185","26","12"
"🟠 Russia has summoned the US ambassador and said it will suppress any attempts to interfere in Russian internal affairs, including diplomatic expulsions, state news agency TASS reported. LIVE updates: aje.io/ujiy2v","1166","353","66"
"🟠 A senior Russian military officer has warned that the conflict in Ukraine could escalate into a full-scale war in Europe, according to the report. Follow our LIVE coverage: aje.io/ujiy2v","1711","763","68"
"Chinese FM Wang Yi says the failure to stop Israel's war on Gaza is 'a tragedy for humanity and a disgrace for civilisation'. He urged the international community to enact an immediate ceasefire, bring justice to Palestinians and work towards implementing a two-state solution.","1735","359","335"
"A French documentary on Tunisia, shedding light on what it called the 'poverty and dictatorship' of President Kais Saied’s rule, has caused uproar after the country’s PM brought attention to the film last week aje.io/7dje90","204","61","27"
"🔴 A spokesman for Yemen’s Houthis has reaffirmed that the group will keep waging attacks against Israel-linked vessels until the war on Gaza ends, and blamed the US for backing Israel’s 'genocidal crimes.' LIVE updates: aje.io/q8jqhr","844","294","78"
"Israel’s plan to build thousands of new homes in the occupied West Bank is facing widespread condemnation from several countries, including some of Tel Aviv’s staunchest allies aje.io/ng7zcc","579","310","108"
"This is the moment protesters used a truck to smash open the door of Mexico’s presidential palace while the president was inside. The demonstrators were demanding justice for 43 student teachers who disappeared in 2014.","430","45","88"
"🔴 Israel has 'consistently and groundlessly' blocked aid operations for Gaza even as the enclave falls deeper into famine, according to a report released by humanitarian group Refugees International. LIVE updates: aje.io/q8jqhr","439","228","101"
"While Nikki Haley criticised former US President Trump, she embraced many of his policies but failed to peel away supporters.
What does the end of Haley’s campaign mean for the Republican Party? ⤵️","132","21","11"
"India’s 'drone sisters' driving farming and social change — in pictures aje.io/iuvw7j","1054","70","68"
"🔴 Two Filipinos were among three people killed when the Houthis’ missile struck the Barbados-flagged True Confidence cargo ship some 50 nautical miles (93km) off the coast of Yemen’s Aden. LIVE updates ⤵️","413","103","54"
"Analysts and advocates say the Super Tuesday results show that the protest movement against US President Biden extends beyond Arab and Muslim voters.
🔗: aje.io/g803zk","301","79","30"
"India's PM Modi is set to hold a rally in Indian-administered Kashmir’s main city, Srinagar, marking his first visit to the valley since the disputed region’s semi-autonomy was revoked in 2019 aje.io/5uvku3","383","154","28"
"🔴 The Israeli military has arrested more than two dozen Palestinians during raids in the occupied West Bank cities of Bethlehem, Nablus and Tubas, reports Palestinian news agency Wafa. LIVE updates: aje.io/q8jqhr","577","219","79"
"The creator of a viral video about boycotting American products has been talking about his efforts to campaign against Israel's war on Gaza and help the Palestinian cause.","7524","551","1347"
"President Macky Sall has also dissolved the government and named Sidiki Kaba as the new prime minister.","207","22","9"
"🔴 As calls to allow more aid into Gaza grow louder, health officials report more Palestinians dying from malnutrition and dehydration amidst Israel's continued deadly bombardment of the besieged enclave. Follow our LIVE coverage: aje.io/q8jqhr","370","200","75"
"Calls to allow more aid into Gaza have grown louder as health officials report 20 people in total have so far died from malnutrition and dehydration.","303","119","56"
"The visit comes ahead of India’s national election due by May, the first since the region lost its autonomy.","190","38","8"
"In opposition despite its candidates winning the most seats, Imran Khan’s party fears being marginalised further in the National Assembly.","337","80","19"
"Speaking at a rare press conference in Beijing, Wang Yi calls for peace talks  to bring two-year-old Ukraine conflict to an end.","309","75","18"
"Latest comments come as US and South Korea hold joint military exercises involving thousands of troops.","526","208","41"
"While Haley criticised former President Trump, she embraced many of his policies while failing to peel away supporters.","148","49","7"
"Going to sea in small boats has become increasingly risky as the weather becomes unpredictable.","141","15","13"
"","461","239","124"
"Analysts say US talks with Benny Gantz aim to vent anger at Netanyahu, but Washington still supporting for war on Gaza.","248","86","30"
"Incumbent Maduro’s strongest adversary, Maria Corina Machado, was banned from public office for alleged corruption.","143","18","9"
"Palmer won against Biden on Super Tuesday, but he had never visited the South Pacific territory before the caucus.","168","34","18"
"Warring generals leave at least  25 million people facing food insecurity, with humanitarian response at ‘breaking point’.","215","56","42"
"Busy US election day sees Biden and Trump bolster their paths to the White House, ends Nikki Haley’s GOP campaign.","147","29","14"
"Analysts and advocates say the Super Tuesday results show the protest movement against Biden extends beyond Arab and Muslim voters.","279","82","41"
"For most countries, the first day of fasting is likely to be March 12, depending on the sighting of the new moon.","770","201","75"
"US officials urge Ariel Henry to set up an ‘inclusive governance structure’ that will stem violence and lead to elections.","160","10","16"
"Yulia Navalnaya calls presidential election a ‘sham’, urges Russians to register their protest at polling stations.","330","163","19"
"Two mothers recount how hunger took hold of their children and what they do to try to make sure they survive somehow.","291","112","57"
"The wheelchair-bound former Delhi University professor is acquitted after 10 years of imprisonment over alleged Maoist links. His family asks: Who will pay for the lost years?","108","4","7"
